Partido_Politico,Texto
CREO,⚠️🚨#Urgente delegados de @Avanzaecuador se encuentran haciendo proselitismo político en el recinto electoral de Barcelona🇪🇸 violentando la ley🆘 #Elecciones2021Ec  Sra @DianaAtamaint y @cnegobec tomen las respectivas acciones. @CNEVice @LuisVerdesotoo1 @EstelaAcero @jr_cabreraz https://t.co/tWtHlutSoQ
CREO,Así fue el primer voto realizado en #Brasil🇧🇷 en la ciudad de Brasília. Se siente el #Cambio desde ya en el Exterior   Hoy 0⃣7⃣ de febrero Ecuador VOTA todo 21📝📥🇪🇨 Los ecuatorianos nos manifestamos con nuestro voto.   #EcuatorianosEnElExterior  #EleccionesEcuador2021 https://t.co/RLmbtQtlVq
CREO,"Ya inicio la votación en #argentina🇦🇷, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte #CapacidadParaCambiar #LassoPresidente2021 #Elecciones2021Ec https://t.co/YRb5d4ohFJ"
CREO,"Ya inicio la votación en #Chile🇨🇱, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte #CapacidadParaCambiar #LassoPresidente2021 #Elecciones2021E https://t.co/NhtLA0Ef6G"
CREO,"Nuestros equipos en latinoamericana ya se encuentran activos en #argentina🇦🇷 #Chile🇨🇱 y #venezuela🇻🇪, para defender la voluntad popular del #Cambio en #Ecuador🇪🇨📥📝  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte  #Elecciones2021Ec https://t.co/s83wwRuLVU"
CREO,"Ya inicio la votación en #Uruguay🇺🇾 #Paraguay🇵🇾 #Brasil🇧🇷, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte #CapacidadParaCambiar #LassoPresidente2021 #Elecciones2021Ec https://t.co/TgBVHWThzD"
CREO,Llegó el día del #Cambio🔁. Hoy #Ecuador🇪🇨 decide su futuro.   Los ecuatorianos votamos en más de 40 paises del mundo.  Marca un solo voto en cada papeleta📥📝. #VotaTodo21 ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #Elecciones2021Ec #EcuatorianosEnElExterior https://t.co/HRkEQyMY47
CREO,Así se encuentran los recintos electorales en la ciudades de Milán y Roma🇮🇹. Se siente el #Cambio desde ya en el Exterior.   Hoy 0⃣7⃣ de febrero Ecuador VOTA todo 21📝📥🇪🇨 Los ecuatorianos nos manifestamos con nuestro voto.   #EcuatorianosEnElExterior  #EleccionesEcuador2021 https://t.co/HRyJbOqqlH
CREO,"¡CON TU VOTO 🗳, EMPIEZA EL CAMBIO 🙌!  Los #EcuatorianosEnExterior 🇪🇨 🌎, votamos este #07Feb por el CAMBIO 🔄 que representa @LassoGuillermo junto a nuestros #AsambleístasDelCAMBIO 🙌  ¡VOTA TODO 2⃣1⃣! #LassoPresidente2021 #CREO21 #Elecciones2021Ec https://t.co/AGIebA8WMb"
CREO,Así transcurren las elecciones en el exterior desde #ReinoUnido🇬🇧 donde votan más de 6000 ecuatorianos.   Nuestra vocación democrática es un gran ejemplo para todos ¡Los #EcuatorianosEnElExterior 🇪🇨🌎 nos hacemos sentir votando 🗳!  El Cambio 🔀 viene 🇪🇨 #CREO21 #Elecciones2021 https://t.co/1BLuwEux9R
CREO,Así transcurren las elecciones en el exterior desde los diferentes recintos electorales en #Europa🇪🇺  ¡Los #EcuatorianosEnElExterior 🇪🇨🌎 nos hacemos sentir votando 🗳!  El Cambio 🔀 viene 🇪🇨  #LassoPresidente2021  #CREO21 #CapacidadParaCambiar #Elecciones2021EC https://t.co/5bJcMxT669
CREO,"Ya inicio la votación en diferentes paises de #EUROPA🇪🇺, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte #CapacidadParaCambiar #LassoPresidente2021 #Elecciones2021Ec https://t.co/Hl7STLdDaB"
CREO,Así transcurren las elecciones en el exterior desde el recinto Electoral de #Rusia 🇷🇺  ¡Los #EcuatorianosEnElExterior 🇪🇨🌎 nos hacemos sentir votando 🗳!  El Cambio 🔀 viene 🇪🇨  #LassoPresidente2021  #CREO21 #CapacidadParaCambiar #Elecciones2021EC https://t.co/o2vgSGsJrS
CREO,"Ya se encuentran instalados todos los recintos electorales de #EUROPA🇪🇺, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte  #LassoPresidente2021 #Elecciones2021Ec https://t.co/6wqOGhH0pY"
CREO,🙌 Primer VOTO escrutado en el exterior 🇪🇨🌎 de todas las #Elecciones2021EC:  • @LassoGuillermo/@ABorreroVega • Asambleístas del Exterior de @CREOEcuador  • Asambleístas nacionales @CesarMongeO/@Nathie_Arias/...  ¡Los #EcuatorianosEnElExterior 🇪🇨🌎 estamos con el CAMBIO 🔄! https://t.co/fF0qDvQ0Bf
CREO,"#Ecuador | Siendo las 03:21 am ⏰, damos inicio al proceso de escrutinio virtual de los resultados en el C.E Canberra [#Australia 🇦🇺]  ¡Los #EcuatorianosEnElExterior 🇪🇨🌎 nos hacemos sentir votando 🗳!  #LassoPresidente2021  #CREO21 #CapacidadParaCambiar #Elecciones2021EC https://t.co/opC5zlvAow"
CREO,Así se encuentran las filas fuera de los recintos electorales en la ciudades de Barcelona y Madrid 🇪🇸. Se siente el #Cambio desde ya en el Exterior.   Hoy 0⃣7⃣ de febrero Ecuador VOTA todo 21📝📥🇪🇨  #EcuatorianosEnElExterior  #EleccionesEcuador2021 https://t.co/LBwonwhIt9
CREO,"Ya inicio la votación en #ITALIA🇮🇹, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte #CapacidadParaCambiar #LassoPresidente2021 #Elecciones2021Ec https://t.co/GBx8VrQZX5"
CREO,Los #EcuatorianosEnElExterior 🇪🇨🌎 también somos parte del CAMBIO 🔄 junto a Guillermo Lasso 🟨🟦🟥 y la lista de asambleístas por CREO 2️⃣1️⃣  Participa y VOTA 🗳  ¡Te invitamos a revisar las direcciones/ubicaciones📍de los recintos electorales habilitados!  #LassoPresidente2021 https://t.co/e1kPpGcTPr
CREO,"Comienzan las votaciones en #España🇪🇸, donde votan 179.614 ecuatorianos, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte #LassoPresidente2021 #Elecciones2021Ec https://t.co/wuwhYLVWVL"
CREO,"Ya inicio la votación en #Israel🇮🇱, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte #CapacidadParaCambiar #LassoPresidente2021 #Elecciones2021Ec https://t.co/abFRl1i4Bk"
CREO,"Inicia el proceso electoral por América Latina, El Caribe y África 🌍🌍, con la apertura de los recintos electorales de #Sudafrica y #Egipto.  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #Reporte #LassoPresidente2021 #Elecciones2021Ec https://t.co/tvXNCfNTLq"
CREO,"Ya inicio la votación en #Rusia🇷🇺, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte #CapacidadParaCambiar #LassoPresidente2021 #Elecciones2021Ec https://t.co/ah0L2ueA1D"
CREO,"Ya inicio la votación en #Turquia🇹🇷, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte #CapacidadParaCambiar #LassoPresidente2021 #Elecciones2021Ec https://t.co/YwXh6CaYqS"
CREO,"#Reporte 8:55 pm Ya se encuentran instalados los recintos electorales de #Asia y #Oceania en los siguientes países:  ✅Canberra y Sydney 🇦🇺 ✅Seúl 🇰🇷 ✅Tokio 🇯🇵 ✅Guanzhou, Shangai y Beijing🇨🇳  #Elecciones2021Ec.  #VotaTodo21 #EcuatorianosEnElExterior https://t.co/HA9oeV3bn7"
CREO,"Ya inicio la votación en #Indonesia🇮🇩 en Yakarta, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte #CapacidadParaCambiar #LassoPresidente2021 #Elecciones2021Ec https://t.co/LsT4ID1mYD"
CREO,Los #EcuatorianosEnElExterior 🇪🇨🌎 también somos parte del CAMBIO 🔄 junto a Guillermo Lasso 🟨🟦🟥 y la lista de asambleístas por CREO 2️⃣1️⃣  Participa y VOTA 🗳  ¡Te invitamos a revisar las direcciones/ubicaciones📍de los recintos electorales habilitados!  #LassoPresidente2021 https://t.co/9K2SHpU5ip
CREO,Los #EcuatorianosEnElExterior 🇪🇨🌎 también somos parte del CAMBIO 🔄 junto a Guillermo Lasso 🟨🟦🟥 y la lista de asambleístas por CREO 2️⃣1️⃣  Participa y VOTA 🗳  ¡Te invitamos a revisar las direcciones/ubicaciones📍de los recintos electorales habilitados!  #LassoPresidente2021 https://t.co/rvmuAZQToR
CREO,"Ya inicio la votación en #China🇨🇳 en la ciudad de Guangzhou, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #Reporte #CapacidadParaCambiar #LassoPresidente2021 #Elecciones2021Ec https://t.co/kS5mzexIIi"
CREO,"Que tu voto sea por la democracia, la libertad y las oportunidades🇪🇨    Vota por tu país, por la #CapacidadParaCambiar y por el futuro. #VotaTODO21 💪🏼. Vota por los Asambleístas del #Cambio  EL CAMBIO ESTÁ EN NUESTRAS MANOS    #CREO21 #AsambleistasDelCambio #Elecciones2021Ec https://t.co/OUVbuCjcxO"
CREO,"¡Queda solo 0⃣1⃣día 🗳 para lograr el CAMBIO 🔄 que todos queremos!  Es el momento del EMPLEO, SALUD y OPORTUNIDADES para todos los ecuatorianos 🇪🇨  Algo que solo será posible junto a @LassoGuillermo y los #AsambleístasDelCAMBIO: ¡VOTA TODO 2️⃣1️⃣!  #LassoPresidente2021 #CREO21 https://t.co/QkepjIeldw"
CREO,"Ya inicio la votación en #Japón🇯🇵 y #CoreadelSur 🇰🇷 , invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰   ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #CapacidadParaCambiar #LassoPresidente2021 #Elecciones2021Ec https://t.co/eOH4K7z26T"
CREO,"Ya inicio la votación en #Australia 🇦🇺, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00 ⏰   ¡EL CAMBIO 🔄 está en tus manos: VOTA 🗳!  #EcuatorianosEnElExterior #CREO21 #CapacidadParaCambiar #LassoPresidente2021 https://t.co/73BiY44rqm"
CREO,"Ya estamos presentes en el acto de instalación del voto 🗳 para las circunscripciones especiales del exterior 🗺, donde votan 410.239 ecuatorianos 🟨🟦🟥  Hoy inician las #Elecciones2021Ec, con el voto de los #EcuatorianosEnElExterior 🇪🇨🌎 que residen en #Australia 🇦🇺 (17H00 EC) https://t.co/gP4ppFdL8H"
CREO,"Falta 01 día para el CAMBIO 🔄 junto a @LassoGuillermo y con respaldo de todo el pueblo ecuatoriano 🇪🇨  ¡Sal, VOTA y es momento de perder el miedo 🟨🟦🟥!  #LassoPresidente2021 #CREO21 #CapacidadParaCambiar #VotaTODO21 🗳 https://t.co/ae3usBlSqk"
CREO,IMPORTANTE | Lugar de votación 🗳 y salvoconducto habilitado para todos los #EcuatorianosEnPanamá 🇪🇨🇵🇦  Recuerda cumplir con todas las medidas de bioseguridad 😷 y votar entre ⏰ 09H00 - 19H00 ⏰ de este Domingo #07Feb 🙌  #EcuatorianosEnElExterior #CREO21 #LassoPresidente2021 https://t.co/uiY74perbC
CREO,"Faltan 03 días para las #Elecciones2021EC y el CAMBIO 🔄 junto a @LassoGuillermo, ya se siente en todos los rincones del #Ecuador 🇪🇨 y también en todo el exterior 🌎  ¡CON TU VOTO 2️⃣1️⃣, EMPIEZA EL CAMBIO 🙌!  #LassoPresidente2021 #CREO21 #CapacidadParaCambiar #FloresAsambleísta https://t.co/hFCsLRCPIS"
CREO,"¡CON TU VOTO 🗳 EMPIEZA EL CAMBIO!  Soy Juan Fernando Flores y hoy busco representar ante la Asamblea Nacional a miles de #EcuatorianosEnElExterior 🌎🇪🇨, quienes podremos estar lejos pero nunca ausentes de nuestra patria 🙌  #LassoPresidente2021 #CREO21 #CapacidadParaCambiar 🗳 https://t.co/Wb9NMfqi8O"
CREO,"El #ForoDeSaoPaulo = #GrupoDePuebla siguen haciendo de las suyas como siempre y esta vez, tienen el ojo puesto en #Ecuador 🇪🇨  ¡Rechazamos categoricamente sus intromisiones en los procesos electorales y alertamos sobre sus acciones en los próximos días!  #Elecciones2021EC 🗳️ https://t.co/8BmBayrJsJ"
CREO,"En estos momentos, solo hay un hombre con la experiencia y capacidad para sacar adelante al #Ecuador 🇪🇨  Alguien que cree fielmente en la LIBERTAD, PROGRESO y DESARROLLO de todos los ecuatorianos 🙌, esa persona es @LassoGuillermo 🗳  #LassoPresidente2021 #CapacidadParaCambiar https://t.co/nhZUaBVQpf"
CREO,"Somos más de 3.000.000 de ecuatorianos 🇪🇨 quienes vivimos en el exterior 🌐...  Es momento de que con un #PlanDeRetorno efectivo y seguro, su tierra les diga nuevamente: ¡BIENVENIDOS 👏!  #LassoPresidente2021 #CREO21 #VotaTODO21 #CapacidadParaCambiar https://t.co/5sMTlRxKPi"
CREO,"En #GobiernoDelCAMBIO 🔄 junto a @LassoGuillermo, eso será posible y los #MigrantesRetornados 🌎, contarán con el apoyo y respaldo para que puedan salir adelante y que junto con sus conocimientos/experiencias, puedan aportar al desarrollo del #Ecuador 🟨🟦🟥  #LassoPresidente2021 https://t.co/lyTc3kArcz"
CREO,"¡BIENVENIDOS A SU PAÍS, BIENVENIDOS A LA TIERRA QUE LOS VIO NACER!  Cuando se migra 🗺, uno de los más grandes anhelos que se tiene en la vida, es poder volver a la tierra que lo vio nacer 🇪🇨: Familia - Amigos - Estudios - Vivencias y mucho más...  #LassoPresidente2021 #CREO21 https://t.co/hHuaMWkFCj"
CREO,"@TMT30_ Exactamente eso es lo que hemos venido diciendo y consultando al @cnegobec a través de diversos oficios y documentos, sin tener respuestas.  Somos 410.239 los ecuatorianos habilitados para votar en 43 países, no unos pocos como muchos creen. Nuestro voto y voz también cuenta."
CREO,"Los #EcuatorianosEnPanamá 🇪🇨🇵🇦 tienen el derecho a VOTAR este próximo #07Feb 🗳, el @cnegobec debe viabilizar el proceso y permitir que se cumpla con su derecho, cambiando la fecha para Viernes 05 o Lunes 08  @DianaAtamaint @CNEVice @LuisVerdesotoo1 @jr_cabreraz @AceroEsthela https://t.co/bznVkwUrIl"
CREO,"¡Quedan 07 días 🗳 para lograr el CAMBIO 🔄 que todos queremos!  Es el momento del EMPLEO, SALUD y OPORTUNIDADES para todos los ecuatorianos 🇪🇨  Algo que solo será posible junto a @LassoGuillermo y los #AsambleístasDelCAMBIO: ¡VOTA TODO 2️⃣1️⃣!  #LassoPresidente2021 #CREO21 https://t.co/fa4TFLa7Ye"
CREO,"@ramosnadia Que gran noticia, todas las bendiciones para ella y ustedes 🙏🏼"
CREO,"En el #GobiernoDelCAMBIO 🔄 junto a @LassoGuillermo transformaremos los grandes elefantes blancos de la corrupción, en símbolos de progreso, futuro y desarrollo, poniendo siempre primero al ECUADOR 🟨🟦🟥  ¡MÁS ECUADOR EN EL MUNDO Y MÁS MUNDO EN EL ECUADOR!  #LassoPresidente2021 https://t.co/FqddV9Gizm"
CREO,"¡NO MÁS SOCIALISMO DEL SIGLO XXI EN EL ECUADOR, NO MÁS CORRUPCIÓN!  Estamos negados 🇪🇨 a permitir que el Socialismo Siglo XXI se siga apoderando de nuestro país 🚫 y con ello, pretendan destruirlo, acabarlo y sigan robando 💪  #LassoPresidente2021 #CREO21 #CapacidadParaCambiar https://t.co/xJJ2rHTynx"
CREO,En 10 días los ecuatorianos haremos historia con nuestro voto 🗳 y le daremos la bienvenida al CAMBIO 🔄 junto a @LassoGuillermo - @ABorreroVega y nuestros #AsambleístasDelCAMBIO 🟨🟦🟥  ¡VOTA TODO 2️⃣1️⃣!  #LassoPresidente2021 #CREO21 #CapacidadParaCambiar https://t.co/ZBZI8qgUXt
CREO,"No se puede garantizar una verdadera inclusión y sensibilización sobre las personas con discapacidad, si con su lenguaje se excluye o segrega...   Importante que @ClaroEcua pueda corregir esto y con ello, promover una verdadera inclusión para todos por igual. https://t.co/gPbMmCbyME"
CREO,"📺 | Esta noche estaremos en @elnuevodiariord de #RepúblicaDominicana 🇩🇴, hablando sobre las #Elecciones2021EC 🗳️ y la participación de los #EcuatorianosEnElExterior 🇪🇨🌎  ¡Los esperamos con mucho gusto 🙌!  #LassoPresidente2021 #CREO21 #CapacidadParaCambiar https://t.co/D2OvXqoK59"
CREO,"@Alejo_Universe Vale y mucho. Dejárselo a quienes quieren acabar con el país, siempre sería lo más fácil y en el fondo, lo que ellos quieren.  Y vale, porque cada caído merece ser honrado y que nunca sean olvidados por el silencio cómplice del conformismo.  ¡Los buenos somos más, no lo olvides!"
CREO,"Indignación, consternación y dolor, causa sin duda la noticia de lo ocurrido con Efraín Ruales (+).   Nuestro sentido pésame a todos sus colegas, amigos y familiares 🙏  ¡JUSTICIA, JUSTICIA, JUSTICIA y CERO IMPUNIDAD!: Es lo que esperamos/exigimos todos ante tan lamentable hecho."
CREO,"@ximealito @LassoGuillermo Renuncia. Juicio Político. Acciones legales.  No solo para él, para todos los responsables. Nadie actúa solo. Acá debe aclararse al país lo que ha sucedido, pues si con 8.000 paso esto... con más, que no podría suceder (sin dejar de lado lo que ya pasa - centros o vacunas falsas)"
CREO,"@ximealito @LassoGuillermo Ese mismo bloque legislativo, acaba de votar A FAVOR de ello, en el pleno de la Asamblea Nacional.   No siempre es cuestión de decir sino también de actuar y ya nuestro bloque cumplió, avanzaremos hasta la última consecuencia sobre este tema."
CREO,Hoy tuvimos el lanzamiento de la plataforma de telemedicina desarrollado por varios #EcuatorianosEnElExterior 🇪🇨🌎 con nuestro próximo vicepresidente @ABorreroVega y candidato a la asamblea América Latina - @cristhianvm2110 🇨🇱  #LassoBorrero2021 #CREO21 #CapacidadParaCambiar https://t.co/W1pjXnozqq
CREO,"#AgendaDeMedios 📻  En breve (07H00), estaremos hablando desde @CuentasClarasRD de #RepDominicana 🇩🇴 sobre las #Elecciones2021EC 🗳  Y luego estaremos en @PrimeraPlanaECU (08H00) de #Ecuador 🇪🇨  Para finalizar con #RadioCapitolio de #Venezuela 🇻🇪 (18H00)  ¡🙌 Acompáñanos 🙌! https://t.co/Nvf5L4OC1p"
